id_incidencia,uuid_origen,codi_centre,codi_tipus,nif_empresa,id_data_obertura,id_data_restabliment,estat,canal_entrada,codi_sla,data_obertura,data_assignacio,data_restabliment,data_resolucio_definitiva,data_limit_sla,num_incidencies,cost_estimat,cost_real,cost_ma_obra,cost_materials,num_actuacions,hores_treball,hores_fins_restabliment,hores_fins_definitiva,sla_hores,requereix_seguretat,interromp_activitat,compleix_sla,ha_calgut_reparacio_posterior,esta_tancada,compleix_sla_int,esta_tancada_int
39048,f426de4d-62c1-1121-a786-add8a95dc249,08072292,PAL-004,B61234567,20240209,20240215.0,TANCADA,WEB,NORMAL,2024-02-09 15:35:00+00:00,2024-02-09 20:24:17.838914+00:00,2024-02-15 04:39:44.152391+00:00,2024-02-15 04:39:44.152391+00:00,2024-02-14 15:35:00+00:00,1,126.13,126.13,73.16,52.97,1,6.95,133.07893121972222,133.07893121972222,120,False,False,False,False,True,0.0,1
39049,746dfa51-63f1-20bd-b296-8bdbeb15ac13,08072292,ELE-003,B61234567,20231114,20231114.0,TANCADA,WEB,URGENT,2023-11-14 16:25:00+00:00,2023-11-14 22:13:36.804427+00:00,2023-11-14 21:24:50.610868+00:00,2023-11-14 21:24:50.610868+00:00,2023-11-15 16:25:00+00:00,1,807.68,807.68,468.45,339.23,1,1.16,4.997391907777778,4.997391907777778,24,True,False,True,False,True,1.0,1
39050,cb8de0f0-25fc-e198-d4bb-9accd50f0e11,08072292,ELE-001,B61234567,20260306,20260306.0,TANCADA,WEB,URGENT,2026-03-06 14:31:00+00:00,2026-03-06 15:32:41.385835+00:00,2026-03-06 21:08:40.806772+00:00,2026-03-06 21:08:40.806772+00:00,2026-03-07 14:31:00+00:00,1,415.62,415.62,241.06,174.56,1,3.08,6.628001881111111,6.628001881111111,24,True,True,True,False,True,1.0,1
39052,e6650119-885f-c178-73ab-9581de0be506,08072292,CLI-002,B61234567,20241008,20241011.0,TANCADA,WEB,NORMAL,2024-10-08 11:10:00+00:00,2024-10-08 14:31:18.351391+00:00,2024-10-11 21:02:55.856116+00:00,2024-10-11 21:02:55.856116+00:00,2024-10-13 11:10:00+00:00,1,171.13,171.13,99.26,71.87,1,1.57,81.88218225444444,81.88218225444444,120,False,False,True,False,True,1.0,1
39053,7734ace4-54a7-ab65-8ca8-37ac7005e048,08072292,FON-002,B61234567,20260218,20260219.0,TANCADA,TELEFON,NORMAL,2026-02-18 08:04:00+00:00,2026-02-18 13:39:18.728072+00:00,2026-02-19 21:32:56.062491+00:00,2026-02-19 21:32:56.062491+00:00,2026-02-23 08:04:00+00:00,1,159.73,159.73,92.64,67.09,1,7.21,37.48223958083334,37.48223958083334,120,False,False,True,False,True,1.0,1
39054,ce94e2a5-473a-bf16-797a-f788ca68cfb6,08072292,FON-003,B61234567,20260508,20260512.0,TANCADA,WEB,NORMAL,2026-05-08 13:45:00+00:00,2026-05-08 14:05:24.500649+00:00,2026-05-12 04:17:34.159054+00:00,2026-05-12 04:17:34.159054+00:00,2026-05-13 13:45:00+00:00,1,95.04,95.04,55.12,39.92,1,5.48,86.54282195944444,86.54282195944444,120,False,False,True,False,True,1.0,1
39056,95a7f203-78bf-5571-6841-03a6f187a493,08072292,CLI-001,B61234567,20240527,20240527.0,RESOLTA,TELEFON,URGENT,2024-05-27 08:56:00+00:00,2024-05-27 13:32:37.987709+00:00,2024-05-27 16:47:15.975520+00:00,2024-05-27 16:47:15.975520+00:00,2024-05-28 08:56:00+00:00,1,1614.52,1614.52,936.42,678.1,1,7.32,7.854437644444444,7.854437644444444,24,False,True,True,False,True,1.0,1
39057,223c5461-0c7f-0225-ee54-a7e98251ccd2,08072292,CLI-003,B61234567,20241112,20241116.0,TANCADA,TELEFON,NORMAL,2024-11-12 15:07:00+00:00,2024-11-12 17:08:47.286561+00:00,2024-11-16 23:38:16.736689+00:00,2024-11-16 23:38:16.736689+00:00,2024-11-17 15:07:00+00:00,1,233.76,233.76,135.58,98.18,1,8.1,104.52131574694444,104.52131574694444,120,False,False,True,False,True,1.0,1
39061,b563c763-b67f-852f-14e8-8d58085c00f0,08072292,FON-001,B61234567,20260210,20260214.0,TANCADA,INSPECCIO,NORMAL,2026-02-10 13:09:00+00:00,2026-02-10 13:23:49.248757+00:00,2026-02-14 08:47:35.968064+00:00,2026-02-14 08:47:35.968064+00:00,2026-02-15 13:09:00+00:00,1,183.7,183.7,106.55,77.15,1,6.54,91.64332446222222,91.64332446222222,120,False,False,True,False,True,1.0,1
39062,ea0ee0b7-1f2b-d034-b26f-fb7f9843c717,08072292,FON-001,B61234567,20240513,20240514.0,TANCADA,SENSOR,URGENT,2024-05-13 07:40:00+00:00,2024-05-13 09:39:06.611384+00:00,2024-05-14 09:47:23.679360+00:00,2024-05-31 01:41:30.732329+00:00,2024-05-14 07:40:00+00:00,1,319.03,430.69,249.8,180.89,2,5.24,26.123244266666667,426.02520342472224,24,False,True,False,True,True,0.0,1
39063,a9399f2f-d78b-03ac-c1b0-566854eb1067,08072292,FON-002,B61234567,20260521,20260521.0,TANCADA,INSPECCIO,URGENT,2026-05-21 09:59:00+00:00,2026-05-21 12:36:08.234784+00:00,2026-05-21 14:45:15.208361+00:00,2026-07-06 11:30:01.560099+00:00,2026-05-22 09:59:00+00:00,1,191.72,258.82,150.12,108.7,2,11.51,4.770891211388889,1105.5171000275,24,False,True,True,True,True,1.0,1
39067,cf1258f3-21d5-93a3-8a16-d8db08baebd9,08072292,FON-002,B61234567,20240119,20240122.0,TANCADA,TELEFON,NORMAL,2024-01-19 07:04:00+00:00,2024-01-19 08:20:31.022682+00:00,2024-01-22 03:37:01.290082+00:00,2024-01-22 03:37:01.290082+00:00,2024-01-24 07:04:00+00:00,1,209.27,209.27,121.38,87.89,1,4.2,68.5503583561111,68.5503583561111,120,False,False,True,False,True,1.0,1
39071,781acbc8-2777-55b0-06b9-86b0517c06ec,08072292,ELE-004,B61234567,20250606,20250608.0,TANCADA,INSPECCIO,NORMAL,2025-06-06 18:05:00+00:00,2025-06-06 18:37:52.726188+00:00,2025-06-08 03:58:55.254782+00:00,2025-06-08 03:58:55.254782+00:00,2025-06-11 18:05:00+00:00,1,118.77,118.77,68.89,49.88,1,6.09,33.89868188388889,33.89868188388889,120,False,False,True,False,True,1.0,1
39072,e7ad2273-4ee2-8fe2-9b3f-7f70d66b52da,08072292,FON-002,B61234567,20251127,20251128.0,TANCADA,TELEFON,NORMAL,2025-11-27 16:07:00+00:00,2025-11-27 17:14:57.525990+00:00,2025-11-28 16:11:34.915439+00:00,2025-11-28 16:11:34.915439+00:00,2025-12-02 16:07:00+00:00,1,105.19,105.19,61.01,44.18,1,5.08,24.07636539972222,24.07636539972222,120,False,False,True,False,True,1.0,1
39075,c9577590-c102-e0ae-0845-9b8adb7a3ca6,08072292,ELE-002,B61234567,20240903,20240912.0,TANCADA,WEB,NORMAL,2024-09-03 10:04:00+00:00,2024-09-03 12:22:25.902054+00:00,2024-09-12 22:47:18.224144+00:00,2024-09-12 22:47:18.224144+00:00,2024-09-08 10:04:00+00:00,1,104.15,104.15,60.41,43.74,1,3.81,228.7217289288889,228.7217289288889,120,False,False,False,False,True,0.0,1
39078,a91d2c7b-2f4e-5958-8746-3270d6d85834,08072292,ELE-003,B61234567,20250103,20250105.0,TANCADA,WEB,URGENT,2025-01-03 15:36:00+00:00,2025-01-03 20:22:18.314497+00:00,2025-01-05 16:55:02.514219+00:00,2025-02-28 18:47:05.807095+00:00,2025-01-04 15:36:00+00:00,1,461.74,623.35,361.54,261.81,2,4.94,49.31736506083333,1347.1849464152779,24,True,False,False,True,True,0.0,1
39079,3fd1cc55-040a-a478-c2ae-ba99513deca1,08072292,FON-005,B61234567,20241107,20241109.0,TANCADA,TELEFON,NORMAL,2024-11-07 12:07:00+00:00,2024-11-07 16:00:04.717523+00:00,2024-11-09 05:57:48.291017+00:00,2024-11-09 05:57:48.291017+00:00,2024-11-12 12:07:00+00:00,1,177.92,177.92,103.19,74.73,1,4.25,41.846747504722224,41.846747504722224,120,False,False,True,False,True,1.0,1
39080,db3470b1-2d2f-413c-a7cb-b7f54b35fd84,08072292,FUS-003,B61234567,20231224,20231226.0,RESOLTA,INSPECCIO,NORMAL,2023-12-24 15:15:00+00:00,2023-12-24 18:59:35.389098+00:00,2023-12-26 05:25:53.226635+00:00,2023-12-26 05:25:53.226635+00:00,2023-12-29 15:15:00+00:00,1,409.29,409.29,237.39,171.9,1,0.67,38.181451843055555,38.181451843055555,120,False,False,True,False,True,1.0,1
39082,ead68411-2494-797a-05b2-92769c05cdf6,08072292,CLI-005,B61234567,20250212,20250213.0,TANCADA,INSPECCIO,NORMAL,2025-02-12 14:37:00+00:00,2025-02-12 18:28:45.361900+00:00,2025-02-13 07:24:09.913130+00:00,2025-02-13 07:24:09.913130+00:00,2025-02-17 14:37:00+00:00,1,166.99,166.99,96.85,70.14,1,7.82,16.786086980555556,16.786086980555556,120,False,False,True,False,True,1.0,1
39083,8cb6b503-76e7-1135-c046-3aa6633476c7,08072292,PAL-004,B61234567,20231107,20231110.0,RESOLTA,TELEFON,URGENT,2023-11-07 10:03:00+00:00,2023-11-07 12:43:33.385805+00:00,2023-11-10 12:34:55.821371+00:00,2023-12-13 21:20:10.839979+00:00,2023-11-08 10:03:00+00:00,1,167.68,226.37,131.29,95.08,2,5.86,74.53217260305556,875.2863444386111,24,True,False,False,True,True,0.0,1
39084,6a0bb434-0c5d-937d-98cd-786275e082c5,08072292,CLI-001,B61234567,20260402,20260402.0,TANCADA,TELEFON,URGENT,2026-04-02 07:41:00+00:00,2026-04-02 12:07:05.963511+00:00,2026-04-02 19:59:37.610892+00:00,2026-04-02 19:59:37.610892+00:00,2026-04-03 07:41:00+00:00,1,1084.29,1084.29,628.89,455.4,1,4.25,12.31044747,12.31044747,24,False,True,True,False,True,1.0,1
39085,d1dcdd43-3c41-a5f4-733d-6c07ef4d6587,08072292,ELE-002,B61234567,20260512,20260513.0,TANCADA,TELEFON,URGENT,2026-05-12 17:55:00+00:00,2026-05-12 23:39:17.859494+00:00,2026-05-13 02:32:37.325450+00:00,2026-05-13 02:32:37.325450+00:00,2026-05-13 17:55:00+00:00,1,108.54,108.54,62.95,45.59,1,8.23,8.627034847222221,8.627034847222221,24,True,False,True,False,True,1.0,1
39087,8b2b6536-064c-e034-378e-6850f8203bec,08072292,PAL-002,B61234567,20250627,20250630.0,TANCADA,INSPECCIO,NORMAL,2025-06-27 18:11:00+00:00,2025-06-27 23:06:51.081845+00:00,2025-06-30 17:22:31.185356+00:00,2025-06-30 17:22:31.185356+00:00,2025-07-02 18:11:00+00:00,1,528.68,528.68,306.63,222.05,1,8.37,71.19199593222223,71.19199593222223,120,False,False,True,False,True,1.0,1
39089,cc9e2d05-843a-2919-d0aa-d0199b73cea2,08072292,CLI-005,B61234567,20230913,20230914.0,RESOLTA,TELEFON,NORMAL,2023-09-13 18:45:00+00:00,2023-09-13 20:33:34.040824+00:00,2023-09-14 07:16:39.694115+00:00,2023-09-14 07:16:39.694115+00:00,2023-09-18 18:45:00+00:00,1,161.61,161.61,93.73,67.88,1,7.03,12.527692809722222,12.527692809722222,120,False,False,True,False,True,1.0,1
39090,eb62f9c3-04ba-b6fb-c876-7545a20e9afa,08072292,FUS-001,B61234567,20250203,20250219.0,RESOLTA,INSPECCIO,NORMAL,2025-02-03 12:18:00+00:00,2025-02-03 16:12:27.180402+00:00,2025-02-19 05:16:27.269544+00:00,2025-02-19 05:16:27.269544+00:00,2025-02-08 12:18:00+00:00,1,228.99,228.99,132.81,96.18,1,0.94,376.97424154,376.97424154,120,False,False,False,False,True,0.0,1
39094,ffa76335-33ac-8a19-2b92-b60fabb59cdd,08072322,ELE-002,B61234567,20260423,20260427.0,TANCADA,TELEFON,NORMAL,2026-04-23 17:14:00+00:00,2026-04-23 21:05:00.618479+00:00,2026-04-27 04:58:12.560619+00:00,2026-04-27 04:58:12.560619+00:00,2026-04-28 17:14:00+00:00,1,33.57,33.57,19.47,14.1,1,2.18,83.73682239416667,83.73682239416667,120,False,False,True,False,True,1.0,1
39097,52d0d2ec-7887-603a-dc8e-8ff3b0e24c55,08072322,FON-001,B61234567,20241015,20241020.0,TANCADA,TELEFON,NORMAL,2024-10-15 17:31:00+00:00,2024-10-15 21:44:20.273922+00:00,2024-10-20 11:37:45.581054+00:00,2024-10-20 11:37:45.581054+00:00,2024-10-20 17:31:00+00:00,1,498.34,498.34,289.04,209.3,1,7.39,114.1126614038889,114.1126614038889,120,False,False,True,False,True,1.0,1
39100,3528a735-f37e-5da3-8770-b71af750b1ee,08072322,PAL-002,B61234567,20240610,20240610.0,TANCADA,INSPECCIO,NORMAL,2024-06-10 08:35:00+00:00,2024-06-10 13:04:15.751267+00:00,2024-06-10 09:43:52.735677+00:00,2024-06-10 09:43:52.735677+00:00,2024-06-15 08:35:00+00:00,1,614.38,614.38,356.34,258.04,1,3.31,1.1479821325,1.1479821325,120,False,False,True,False,True,1.0,1
39101,be75f070-9e61-8e6a-53d6-6faef2948691,08072322,FON-005,B61234567,20240424,20240429.0,TANCADA,SENSOR,NORMAL,2024-04-24 14:47:00+00:00,2024-04-24 16:23:36.811242+00:00,2024-04-29 13:16:15.769014+00:00,2024-04-29 13:16:15.769014+00:00,2024-04-29 14:47:00+00:00,1,213.94,213.94,124.09,89.85,1,3.34,118.487713615,118.487713615,120,False,False,True,False,True,1.0,1
39105,a9fe25e7-c143-9928-9703-3c1e3ccc89c2,08072322,CLI-002,B61234567,20260514,20260515.0,TANCADA,TELEFON,NORMAL,2026-05-14 18:41:00+00:00,2026-05-14 19:24:34.405949+00:00,2026-05-15 00:51:21.636582+00:00,2026-05-15 00:51:21.636582+00:00,2026-05-19 18:41:00+00:00,1,190.27,190.27,110.36,79.91,1,5.08,6.1726768283333335,6.1726768283333335,120,False,False,True,False,True,1.0,1
39106,712f26e0-4526-2f54-ccaa-daf3ad693f73,08072322,ELE-004,B61234567,20250305,20250306.0,TANCADA,WEB,URGENT,2025-03-05 13:30:00+00:00,2025-03-05 15:10:48.128293+00:00,2025-03-06 21:11:43.028261+00:00,2025-03-21 12:09:26.849983+00:00,2025-03-06 13:30:00+00:00,1,90.64,122.36,70.97,51.39,2,2.28,31.695285628055554,382.6574583286111,24,True,False,False,True,True,0.0,1
39107,9ec38fc7-c0af-39b8-4e85-48d37d86c9b1,08072322,CLI-002,B61234567,20231016,20231020.0,RESOLTA,WEB,NORMAL,2023-10-16 07:20:00+00:00,2023-10-16 09:23:23.622694+00:00,2023-10-20 08:29:16.475729+00:00,2023-10-20 08:29:16.475729+00:00,2023-10-21 07:20:00+00:00,1,324.5,324.5,188.21,136.29,1,7.36,97.15457659138889,97.15457659138889,120,False,False,True,False,True,1.0,1
39110,604212a7-0917-e174-5817-887716775b15,08072322,EST-002,B61234567,20250224,20250227.0,TANCADA,SENSOR,NORMAL,2025-02-24 13:13:00+00:00,2025-02-24 14:45:35.880911+00:00,2025-02-27 10:54:43.404209+00:00,2025-02-27 10:54:43.404209+00:00,2025-03-01 13:13:00+00:00,1,829.6,829.6,481.17,348.43,1,3.94,69.69539005805555,69.69539005805555,120,False,False,True,False,True,1.0,1
39112,bd39ef60-87fc-e111-02ee-fbfeb55d8d67,08072322,ELE-002,B61234567,20260129,20260130.0,TANCADA,TELEFON,URGENT,2026-01-29 16:24:00+00:00,2026-01-29 16:43:27.391207+00:00,2026-01-30 16:07:55.748400+00:00,2026-02-07 17:11:29.971605+00:00,2026-01-30 16:24:00+00:00,1,107.66,145.34,84.29,61.05,2,8.38,23.73215233333333,216.79165877916665,24,False,True,True,True,True,1.0,1
39113,6ffc3ebb-1a07-7cb2-3cf3-8a3ca1b314ec,08072322,FON-001,B61234567,20260304,20260305.0,TANCADA,TELEFON,NORMAL,2026-03-04 14:40:00+00:00,2026-03-04 17:58:21.533971+00:00,2026-03-05 19:05:06.945863+00:00,2026-03-05 19:05:06.945863+00:00,2026-03-09 14:40:00+00:00,1,545.55,545.55,316.42,229.13,1,3.24,28.418596073055557,28.418596073055557,120,False,False,True,False,True,1.0,1
39114,540b0205-b745-346a-372a-9f8da1a69016,08072322,PAL-001,B61234567,20240405,20240419.0,RESOLTA,INSPECCIO,NORMAL,2024-04-05 16:34:00+00:00,2024-04-05 21:46:48.782997+00:00,2024-04-19 13:15:37.186300+00:00,2024-04-19 13:15:37.186300+00:00,2024-04-10 16:34:00+00:00,1,364.54,364.54,211.43,153.11,1,0.99,332.69366286111114,332.69366286111114,120,False,False,False,False,True,0.0,1
39115,331b16fb-c8d9-b2e5-2acb-e2bffba5177d,08072322,CLI-003,B61234567,20250919,20250924.0,TANCADA,WEB,NORMAL,2025-09-19 08:58:00+00:00,2025-09-19 11:26:22.064216+00:00,2025-09-24 03:05:04.068265+00:00,2025-09-24 03:05:04.068265+00:00,2025-09-24 08:58:00+00:00,1,377.85,377.85,219.15,158.7,1,7.31,114.11779674027778,114.11779674027778,120,False,False,True,False,True,1.0,1
39120,26c4df79-1390-a479-3768-53a3dfea54b6,08072322,ELE-002,B61234567,20241025,20241029.0,RESOLTA,WEB,NORMAL,2024-10-25 08:03:00+00:00,2024-10-25 10:06:53.025646+00:00,2024-10-29 21:02:48.706251+00:00,2024-10-29 21:02:48.706251+00:00,2024-10-30 08:03:00+00:00,1,90.33,90.33,52.39,37.94,1,2.91,108.9968628475,108.9968628475,120,False,False,True,False,True,1.0,1
39121,f5bda725-2675-6951-d2d7-787cf690114a,08072474,CLI-003,B61234567,20251003,20251005.0,TANCADA,WEB,NORMAL,2025-10-03 14:20:00+00:00,2025-10-03 15:58:09.510603+00:00,2025-10-05 11:20:29.982570+00:00,2025-10-05 11:20:29.982570+00:00,2025-10-08 14:20:00+00:00,1,241.83,241.83,140.26,101.57,1,8.51,45.00832849166667,45.00832849166667,120,False,False,True,False,True,1.0,1
39122,9e91b5b0-7ae0-f9bb-32d8-bc4c55ac79e7,08072474,ELE-001,B61234567,20260119,20260121.0,TANCADA,TELEFON,URGENT,2026-01-19 16:21:00+00:00,2026-01-19 17:53:28.509509+00:00,2026-01-21 04:09:11.473928+00:00,2026-01-21 04:09:11.473928+00:00,2026-01-20 16:21:00+00:00,1,405.02,405.02,234.91,170.11,1,3.29,35.80318720222222,35.80318720222222,24,True,True,False,False,True,0.0,1
39124,dae92653-95d0-a387-c59e-f6e3ffff17fb,08072474,FUS-004,B61234567,20251103,20251104.0,TANCADA,WEB,URGENT,2025-11-03 10:24:00+00:00,2025-11-03 15:39:35.864865+00:00,2025-11-04 01:50:03.905771+00:00,2025-11-04 01:50:03.905771+00:00,2025-11-04 10:24:00+00:00,1,120.33,120.33,69.79,50.54,1,3.83,15.434418269722222,15.434418269722222,24,False,True,True,False,True,1.0,1
39125,df869d08-e315-4c9f-b0ae-9fd003c12d9d,08072474,CLI-003,B61234567,20250101,20250111.0,TANCADA,WEB,NORMAL,2025-01-01 10:10:00+00:00,2025-01-01 11:45:35.022580+00:00,2025-01-11 05:28:52.388756+00:00,2025-01-11 05:28:52.388756+00:00,2025-01-06 10:10:00+00:00,1,270.25,270.24,156.74,113.5,1,8.82,235.31455243222223,235.31455243222223,120,False,False,False,False,True,0.0,1
39127,9763fc6e-0ccc-ef49-fa3a-6ad7a451f5d4,08072474,ELE-002,B61234567,20250409,20250411.0,TANCADA,TELEFON,NORMAL,2025-04-09 11:56:00+00:00,2025-04-09 17:00:51.075592+00:00,2025-04-11 07:45:24.128875+00:00,2025-04-11 07:45:24.128875+00:00,2025-04-14 11:56:00+00:00,1,115.01,115.01,66.71,48.3,1,7.82,43.823369131944446,43.823369131944446,120,False,False,True,False,True,1.0,1
39129,b519e16e-cc45-017d-abab-7b8b70935a04,08072474,CLI-005,B61234567,20231017,20231018.0,TANCADA,SENSOR,NORMAL,2023-10-17 14:18:00+00:00,2023-10-17 15:32:33.490239+00:00,2023-10-18 01:47:21.727129+00:00,2023-10-18 01:47:21.727129+00:00,2023-10-22 14:18:00+00:00,1,107.2,107.2,62.18,45.02,1,7.35,11.489368646944444,11.489368646944444,120,False,False,True,False,True,1.0,1
39137,e5a0ff72-96c3-7bb3-bc56-c55fb01e6edb,08072474,FON-002,B61234567,20250121,20250126.0,TANCADA,WEB,NORMAL,2025-01-21 10:04:00+00:00,2025-01-21 14:46:56.324044+00:00,2025-01-26 06:44:16.025547+00:00,2025-01-26 06:44:16.025547+00:00,2025-01-26 10:04:00+00:00,1,110.61,110.61,64.15,46.46,1,8.4,116.6711182075,116.6711182075,120,False,False,True,False,True,1.0,1
39138,e560e453-4a6d-7f44-9c2c-a0f6770532c4,08072474,CLI-005,B61234567,20240603,20240604.0,TANCADA,WEB,NORMAL,2024-06-03 11:09:00+00:00,2024-06-03 14:02:07.933143+00:00,2024-06-04 19:17:07.625493+00:00,2024-06-04 19:17:07.625493+00:00,2024-06-08 11:09:00+00:00,1,231.03,231.03,134.0,97.03,1,1.25,32.13545152583333,32.13545152583333,120,False,False,True,False,True,1.0,1
39139,9173117c-d773-9e06-3d2a-1be1cf9a5486,08072474,FON-003,B61234567,20251208,20251211.0,TANCADA,TELEFON,NORMAL,2025-12-08 10:18:00+00:00,2025-12-08 13:54:29.381826+00:00,2025-12-11 16:28:33.781965+00:00,2025-12-11 16:28:33.781965+00:00,2025-12-13 10:18:00+00:00,1,115.82,115.82,67.18,48.64,1,8.54,78.17605054583333,78.17605054583333,120,False,False,True,False,True,1.0,1
39141,d7e4c7b7-0a46-1775-70c3-b508f527d00a,08072474,FUS-004,B61234567,20260102,20260106.0,TANCADA,WEB,NORMAL,2026-01-02 09:18:00+00:00,2026-01-02 10:55:14.320867+00:00,2026-01-06 06:02:49.397104+00:00,2026-01-06 06:02:49.397104+00:00,2026-01-07 09:18:00+00:00,1,80.74,80.74,46.83,33.91,1,3.13,92.74705475111111,92.74705475111111,120,False,False,True,False,True,1.0,1
39144,ffdbdc99-b020-b17e-5753-e112f22804b5,08072474,CLI-001,B61234567,20250808,20250809.0,TANCADA,WEB,URGENT,2025-08-08 13:38:00+00:00,2025-08-08 19:12:14.785310+00:00,2025-08-09 02:30:11.592816+00:00,2025-08-26 23:12:14.674082+00:00,2025-08-09 13:38:00+00:00,1,694.22,937.2,543.58,393.62,2,9.44,12.869886893333334,441.57074280055554,24,True,True,True,True,True,1.0,1
39145,7e4739ff-623b-6b68-8696-4fdc90a3f56e,08072474,FON-003,B61234567,20241213,20241218.0,TANCADA,SENSOR,NORMAL,2024-12-13 12:06:00+00:00,2024-12-13 12:37:52.632295+00:00,2024-12-18 10:30:43.036636+00:00,2024-12-18 10:30:43.036636+00:00,2024-12-18 12:06:00+00:00,1,191.85,191.85,111.27,80.58,1,7.44,118.41195462111111,118.41195462111111,120,False,False,True,False,True,1.0,1
39149,5274d927-72fb-1886-10ab-bb90223cbec3,08072474,ELE-004,B61234567,20231011,20231016.0,TANCADA,TELEFON,NORMAL,2023-10-11 10:43:00+00:00,2023-10-11 11:01:42.999833+00:00,2023-10-16 08:18:02.879218+00:00,2023-10-16 08:18:02.879218+00:00,2023-10-16 10:43:00+00:00,1,97.72,97.72,56.68,41.04,1,4.65,117.5841331161111,117.5841331161111,120,False,False,True,False,True,1.0,1
39152,1bc81381-03f1-f74b-d2cc-19cfc04b44d5,08072474,PAL-001,B61234567,20240118,20240127.0,TANCADA,TELEFON,NORMAL,2024-01-18 11:13:00+00:00,2024-01-18 11:36:49.853943+00:00,2024-01-27 15:07:24.587012+00:00,2024-01-27 15:07:24.587012+00:00,2024-01-23 11:13:00+00:00,1,488.55,488.55,283.36,205.19,1,2.6,219.90682972555555,219.90682972555555,120,False,False,False,False,True,0.0,1
39153,352fd8df-a51c-0aab-009c-592648a3321b,08072474,PAL-003,B61234567,20260331,20260331.0,TANCADA,TELEFON,URGENT,2026-03-31 16:40:00+00:00,2026-03-31 18:53:43.785516+00:00,2026-03-31 23:30:29.181459+00:00,2026-03-31 23:30:29.181459+00:00,2026-04-01 16:40:00+00:00,1,244.56,244.56,141.84,102.72,1,2.28,6.841439294166666,6.841439294166666,24,False,True,True,False,True,1.0,1
39154,2c5f5582-965c-a141-043e-c3819061df21,08072474,CLI-001,B61234567,20250602,20250605.0,TANCADA,TELEFON,URGENT,2025-06-02 18:26:00+00:00,2025-06-03 00:15:07.250591+00:00,2025-06-05 10:35:28.347613+00:00,2025-07-09 10:15:43.198975+00:00,2025-06-03 18:26:00+00:00,1,1159.99,1565.99,908.27,657.72,2,12.8,64.15787433694445,879.8286663819445,24,False,True,False,True,True,0.0,1
39155,6df7a7c4-fb29-afe8-78fd-a7a524b50357,08072474,FON-003,B61234567,20241225,20250110.0,TANCADA,INSPECCIO,NORMAL,2024-12-25 14:15:00+00:00,2024-12-25 15:37:00.453282+00:00,2025-01-10 02:46:54.504312+00:00,2025-01-10 02:46:54.504312+00:00,2024-12-30 14:15:00+00:00,1,130.46,130.46,75.67,54.79,1,6.37,372.53180675333334,372.53180675333334,120,False,False,False,False,True,0.0,1
39156,8e00a3da-4e57-2c39-931a-491fb19a72ac,08072474,CLI-004,B61234567,20250904,20250918.0,TANCADA,WEB,NORMAL,2025-09-04 08:39:00+00:00,2025-09-04 13:14:31.765900+00:00,2025-09-18 13:40:00.665138+00:00,2025-09-18 13:40:00.665138+00:00,2025-09-09 08:39:00+00:00,1,453.46,453.46,263.01,190.45,1,4.53,341.0168514272222,341.0168514272222,120,False,False,False,False,True,0.0,1
39157,00bd697d-3d8d-9799-2b95-2cd4d72d9834,08072474,FON-002,B61234567,20240116,20240119.0,TANCADA,WEB,NORMAL,2024-01-16 17:50:00+00:00,2024-01-16 23:42:59.849698+00:00,2024-01-19 06:06:51.746607+00:00,2024-01-19 06:06:51.746607+00:00,2024-01-21 17:50:00+00:00,1,130.73,130.73,75.82,54.91,1,6.1,60.281040724166665,60.281040724166665,120,False,False,True,False,True,1.0,1
39158,450d7ad9-f562-fe93-8909-3be8732fed57,08072474,ELE-002,B61234567,20231222,20231226.0,TANCADA,WEB,NORMAL,2023-12-22 07:53:00+00:00,2023-12-22 09:18:42.053587+00:00,2023-12-26 10:45:42.396352+00:00,2023-12-26 10:45:42.396352+00:00,2023-12-27 07:53:00+00:00,1,129.8,129.8,75.28,54.52,1,2.51,98.87844343111111,98.87844343111111,120,False,False,True,False,True,1.0,1
39159,8dd6de3d-d32d-eab8-6a54-d4bedc9da0d6,08072474,FON-001,B61234567,20251223,20251223.0,TANCADA,SENSOR,URGENT,2025-12-23 11:23:00+00:00,2025-12-23 15:17:36.752728+00:00,2025-12-23 17:11:41.549750+00:00,2025-12-23 17:11:41.549750+00:00,2025-12-24 11:23:00+00:00,1,199.8,199.8,115.88,83.92,1,7.25,5.811541597222222,5.811541597222222,24,False,True,True,False,True,1.0,1
39161,57d84880-d9de-bc4f-a767-b8837d7fe06f,08072474,CLI-001,B61234567,20241129,20241129.0,TANCADA,TELEFON,URGENT,2024-11-29 15:12:00+00:00,2024-11-29 16:25:51.806302+00:00,2024-11-29 20:28:21.794452+00:00,2024-11-29 20:28:21.794452+00:00,2024-11-30 15:12:00+00:00,1,1464.97,1464.97,849.68,615.29,1,7.0,5.272720681111111,5.272720681111111,24,False,True,True,False,True,1.0,1
39162,096fc3af-c9fe-f617-e71b-4ca6e78e15d0,08072619,CLI-005,B61234567,20241118,20241122.0,RESOLTA,TELEFON,NORMAL,2024-11-18 18:50:00+00:00,2024-11-19 00:04:15.093233+00:00,2024-11-22 18:24:17.690409+00:00,2024-11-22 18:24:17.690409+00:00,2024-11-23 18:50:00+00:00,1,163.81,163.81,95.01,68.8,1,0.55,95.57158066916666,95.57158066916666,120,False,False,True,False,True,1.0,1
