codi_centre,denominacio,tipus_centre,naturalesa,titularitat,num_ensenyaments,nom_municipi,nom_comarca,provincia,codi_ine,codi_comarca,adreca,codi_postal,latitud,longitud,te_infantil_1c,te_infantil_2c,te_primaria,te_eso,te_batxillerat,te_fp_mitja,te_fp_superior,te_adults,te_especial,any_construccio,antiguitat_anys,superficie_m2,num_alumnes,tram_mida,estat_conservacio
17008161,HDA Hospital de Dia Santa Caterina - HDA,INSTITUT,Públic,No Informat,3,Salt,Gironès,Girona,171557,20,"Dr. Castany, s/n (Parc Els Til·lers)",17190,41.9709,2.798045,False,True,True,True,False,False,False,False,False,,,,,,
17008171,Llar d'infants El Lledoner,LLAR_INFANTS,Públic,Corporacions Locals,1,Salt,Gironès,Girona,171557,20,"c. Sant Dionís, 25",17190,41.9756,2.788854,True,False,False,False,False,False,False,False,False,,,,,,
17008183,Llar d'infants de Caldes de Malavella,LLAR_INFANTS,Públic,Corporacions Locals,1,Caldes de Malavella,Selva,Girona,170335,34,ctra. de Llagostera/c. Garrotxa,17455,41.84006,2.812308,True,False,False,False,False,False,False,False,False,,,,,,
17008195,Llar d'infants La Palmera,LLAR_INFANTS,Públic,Corporacions Locals,1,Calonge i Sant Antoni,Baix Empordà,Girona,170340,10,"ptge. de les Escoles, s/n",17251,41.86266,3.082205,True,False,False,False,False,False,False,False,False,,,,,,
17008201,Llar d'infants de Vall-llobrega,LLAR_INFANTS,Públic,Corporacions Locals,1,Vall-llobrega,Baix Empordà,Girona,172095,10,"c. del Raval de Baix, s/n",17253,41.87913,3.125878,True,False,False,False,False,False,False,False,False,,,,,,
17008213,Llar d'infants Confetti,LLAR_INFANTS,Públic,Corporacions Locals,1,Sarrià de Ter,Gironès,Girona,171864,20,"pg. Mossen Cinto Verdaguer, 1",17840,42.01592,2.817924,True,False,False,False,False,False,False,False,False,,,,,,
17008237,Escola Montserrat Vayreda,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Roses,Alt Empordà,Girona,171523,02,"rda. de Dalt, 27-31",17480,42.26888,3.18033,False,True,True,False,False,False,False,False,False,,,,,,
17008249,Escola Castell de Farners,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Santa Coloma de Farners,Selva,Girona,171805,34,"c. Sorrai, s/n",17430,41.8557,2.666571,False,True,True,False,False,False,False,False,False,,,,,,
17008250,Llar d'infants Coloraines,LLAR_INFANTS,Públic,Corporacions Locals,1,Fornells de la Selva,Gironès,Girona,170736,20,"c. de Mercè Roura i Duran, s/n",17458,41.93074,2.808248,True,False,False,False,False,False,False,False,False,,,,,,
17008274,Escola Sa Forcanera,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Blanes,Selva,Girona,170237,34,"av. de la Pau, 31",17300,41.68084,2.790159,False,True,True,False,False,False,False,False,False,,,,,,
17008286,Escola Domeny,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Girona,Gironès,Girona,170792,20,"c. Roberto Bolaño, 2",17007,41.9908,2.808275,False,True,True,False,False,False,False,False,False,,,,,,
17008298,Escola El Gegant del Rec,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Salt,Gironès,Girona,171557,20,"ptge. de Joan Güell Olivé, 1",17190,41.97003,2.78593,False,True,True,False,False,False,False,False,False,,,,,,
17008304,Llar d'infants Bon Pastor,LLAR_INFANTS,Públic,Corporacions Locals,1,Figueres,Alt Empordà,Girona,170669,02,"c. del Doctor Barraquer, 2",17600,42.26501,2.950085,True,False,False,False,False,False,False,False,False,,,,,,
17008316,Llar d'infants de Riells i Viabrea,LLAR_INFANTS,Públic,Corporacions Locals,1,Riells i Viabrea,Selva,Girona,171463,34,"av. de la Moreneta, s/n",17404,41.72389,2.552332,True,False,False,False,False,False,False,False,False,,,,,,
17008328,Llar d'infants El Girasol,LLAR_INFANTS,Públic,Corporacions Locals,1,Mont-ras,Baix Empordà,Girona,171100,10,"c. Torres Jonama, s/n",17253,41.90835,3.146277,True,False,False,False,False,False,False,False,False,,,,,,
17008331,Escola Bressol El Pont,LLAR_INFANTS,Públic,Corporacions Locals,1,Girona,Gironès,Girona,170792,20,"c. de les Illes Filipines, 8",17007,42.01089,2.82351,True,False,False,False,False,False,False,False,False,,,,,,
17008341,Esc. de Música Municipal de Vidreres,ALTRES,Públic,Corporacions Locals,0,Vidreres,Selva,Girona,172137,34,"c. Orient, 122",17411,41.7897,2.785524,False,False,False,False,False,False,False,False,False,,,,,,
17008353,Llar d'infants d'Ullastret,LLAR_INFANTS,Públic,Corporacions Locals,1,Ullastret,Baix Empordà,Girona,172057,10,"c. Tramuntana, s/n",17114,42.00404,3.067878,True,False,False,False,False,False,False,False,False,,,,,,
17008365,CFA Pla de l'Estany,ADULTS,Públic,Departament d'Educació i Formació Professional,1,Banyoles,Pla de l'Estany,Girona,170157,28,"c. Pere Alsius, 10-14",17820,42.11606,2.763954,False,False,False,False,False,False,False,True,False,,,,,,
17008377,CFA Ripollès,ADULTS,Públic,Departament d'Educació i Formació Professional,1,Ripoll,Ripollès,Girona,171479,31,"ctra. de Barcelona, 57",17500,42.19061,2.194415,False,False,False,False,False,False,False,True,False,,,,,,
17008389,CFA La Selva,ADULTS,Públic,Departament d'Educació i Formació Professional,1,Santa Coloma de Farners,Selva,Girona,171805,34,"c. Ave Maria, 7",17430,41.86102,2.665128,False,False,False,False,False,False,False,True,False,,,,,,
17008390,Institut de Vilafant,INSTITUT,Públic,Departament d'Educació i Formació Professional,3,Vilafant,Alt Empordà,Girona,172214,02,"c. Pla de l'Estany, s/n",17740,42.2453,2.9608,False,False,False,True,True,True,False,False,False,,,,,,
17008407,Institut Salvador Sunyer i Aimeric,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Salt,Gironès,Girona,171557,20,"c. de Miquel Martí i Pol, s/n",17190,41.96825,2.78278,False,False,False,True,False,True,False,False,False,,,,,,
17008419,Escola Llums del Nord,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Puigcerdà,Cerdanya,Lleida,171411,15,"c. Sebastià Bosom, 2-8",17520,42.43094,1.934236,False,True,True,False,False,False,False,False,False,,,,,,
17008420,Esc. de Música Temps de Música,ALTRES,Privat,Societats Mercantils,0,Figueres,Alt Empordà,Girona,170669,02,"c. Mare de Déu de Montserrat, 21, baixos",17600,42.25817,2.966744,False,False,False,False,False,False,False,False,False,,,,,,
17008444,Escola Parc de les Aigües,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Figueres,Alt Empordà,Girona,170669,02,"c. Sant Pere de Rodes, 2",17600,42.2717,2.962398,False,True,True,False,False,False,False,False,False,,,,,,
17008468,Escola La Sínia,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Calonge i Sant Antoni,Baix Empordà,Girona,170340,10,"c. Mascarell, 10",17251,41.85128,3.106331,False,True,True,False,False,False,False,False,False,,,,,,
17008471,Escola Les Falgueres,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Celrà,Gironès,Girona,170499,20,"c. dels Països Catalans, s/n",17460,42.0279,2.884373,False,True,True,False,False,False,False,False,False,,,,,,
17008481,Escola L'Esculapi,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,L'Escala,Alt Empordà,Girona,170622,02,"c. Teranyina, 6b",17130,42.11289,3.128698,False,True,True,False,False,False,False,False,False,,,,,,
17008493,Escola Vall-llobrega,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Vall-llobrega,Baix Empordà,Girona,172095,10,"c. Rei Lotari, 13",17253,41.8793,3.125645,True,True,True,False,False,False,False,False,False,,,,,,
17008501,Escola Aldric,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Cassà de la Selva,Gironès,Girona,170448,20,"c. Xavier Carbó, 105-107",17244,41.88544,2.867272,False,True,True,False,False,False,False,False,False,,,,,,
17008523,Escola Pi Verd,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Palafrugell,Baix Empordà,Girona,171175,10,"c. Vicenç Roure i Armadà, 12",17200,41.91914,3.173042,False,True,True,False,False,False,False,False,False,,,,,,
17008547,Escola Les Arrels,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Maçanet de la Selva,Selva,Girona,171030,34,"av. Bellavista, 35",17412,41.7713,2.732867,False,True,True,False,False,False,False,False,False,,,,,,
17008560,Llar d'infants Els Belluguets,LLAR_INFANTS,Públic,Corporacions Locals,1,Palafrugell,Baix Empordà,Girona,171175,10,"av. de la Generalitat, 13-15",17200,41.91487,3.156239,True,False,False,False,False,False,False,False,False,,,,,,
17008572,Llar d'infants Xuclamel,LLAR_INFANTS,Públic,Corporacions Locals,1,Figueres,Alt Empordà,Girona,170669,02,"c. Narcís Soler, 8",17600,42.27244,2.968438,True,False,False,False,False,False,False,False,False,,,,,,
17008584,Llar d'infants La Plantera 2,LLAR_INFANTS,Públic,Corporacions Locals,1,Blanes,Selva,Girona,170237,34,"c. d'Astúries, 15",17300,41.66593,2.775451,True,False,False,False,False,False,False,False,False,,,,,,
17008596,C.Educ.Justícia Montilivi,INSTITUT,Públic,Altres Departaments,1,Girona,Gironès,Girona,170792,20,"c. Lluís Santaló, 1",17003,41.96494,2.828012,False,False,False,True,False,False,False,False,False,,,,,,
17008602,Llar d'infants Municipal L'Arbreda,LLAR_INFANTS,Públic,Corporacions Locals,1,Serinyà,Pla de l'Estany,Girona,171903,28,"pl. de l'Ajuntament de Serinyà, 1",17852,42.16959,2.745554,True,False,False,False,False,False,False,False,False,,,,,,
17008638,Escola Tècnica Girona,ADULTS,Privat,Societats Mercantils,1,Girona,Gironès,Girona,170792,20,"ctra. Barcelona, 199",17005,41.9637,2.812059,False,False,False,False,False,False,False,True,False,,,,,,
17008641,Escola de Cabanes,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Cabanes,Alt Empordà,Girona,170307,02,"c. Cristòfol Colom, 6-8",17761,42.30872,2.977373,True,True,True,False,False,False,False,False,False,,,,,,
17008651,Institut de Caldes de Malavella,INSTITUT,Públic,Departament d'Educació i Formació Professional,1,Caldes de Malavella,Selva,Girona,170335,34,"av. Països Catalans, 1",17455,41.83609,2.802798,False,False,False,True,False,False,False,False,False,,,,,,
17008675,Escola Pericot,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Girona,Gironès,Girona,170792,20,"c. Andreu Tuyet Santamaria, 35",17003,41.97244,2.829074,False,True,True,False,False,False,False,False,False,,,,,,
17008687,Escola Les Deveses,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Salt,Gironès,Girona,171557,20,"c. Doctor Ferran, 88",17190,41.96828,2.79124,False,True,True,False,False,False,False,False,False,,,,,,
17008742,Llar d'infants La Balca,LLAR_INFANTS,Públic,Corporacions Locals,1,Banyoles,Pla de l'Estany,Girona,170157,28,"c. Maria Montessori, 20",17820,42.1114,2.76829,True,False,False,False,False,False,False,False,False,,,,,,
17008754,Llar d'infants d'Avinyonet de Puigventós,LLAR_INFANTS,Públic,Corporacions Locals,1,Avinyonet de Puigventós,Alt Empordà,Girona,170123,02,"Rbla. de Santa Eugènia, 1, (Urb.Mas Pou)",17742,42.24148,2.905905,True,False,False,False,False,False,False,False,False,,,,,,
17008766,CTA,FORMACIO_PROFESSIONAL,Privat,Societats Mercantils,2,Figueres,Alt Empordà,Girona,170669,02,"c. Garrigas, s/n Polígon Clos de Fires",17600,42.265,2.974804,False,False,False,False,False,True,True,False,False,,,,,,
17008778,Escola El Morrot,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Olot,Garrotxa,Girona,171143,19,"av. del Morrot, 25",17800,42.1879,2.48462,False,True,True,False,False,False,False,False,False,,,,,,
17008781,Escola La Benaula,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Caldes de Malavella,Selva,Girona,170335,34,"av. Onze de Setembre, 19",17455,41.83714,2.803444,False,True,True,False,False,False,False,False,False,,,,,,
17008791,Escola Bressol El Tren,LLAR_INFANTS,Públic,Corporacions Locals,1,Girona,Gironès,Girona,170792,20,"c. Empúries, 45",17005,41.97123,2.810883,True,False,False,False,False,False,False,False,False,,,,,,
17008808,Escola Carme Guasch i Darné,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Figueres,Alt Empordà,Girona,170669,02,"c. de Josep Maria de Segarra, s/n",17600,42.25428,2.958941,False,True,True,False,False,False,False,False,False,,,,,,
17008821,EOI de Banyoles,ALTRES,Públic,Departament d'Educació i Formació Professional,0,Banyoles,Pla de l'Estany,Girona,170157,28,"p. Lluís Maria Vidal, 32-42",17820,42.12369,2.763092,False,False,False,False,False,False,False,False,False,,,,,,
17008845,LLI privada Ninots,LLAR_INFANTS,Privat,Persones Físiques,1,Girona,Gironès,Girona,170792,20,"c. Caldes de Montbuí, 81-83, baixos",17001,41.96891,2.819413,True,False,False,False,False,False,False,False,False,,,,,,
17008882,Escola La Bòbila,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Les Preses,Garrotxa,Girona,171390,19,"c. de la Mata, 2",17178,42.14012,2.459633,False,True,True,False,False,False,False,False,False,,,,,,
17008894,Escola Alzines Balladores,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sant Feliu de Buixalleu,Selva,Girona,171595,34,"ctra. Gaserans, 189",17451,41.73579,2.606648,False,True,True,False,False,False,False,False,False,,,,,,
17008900,Llar d'infants de Cabanes,LLAR_INFANTS,Públic,Corporacions Locals,1,Cabanes,Alt Empordà,Girona,170307,02,"c. Colon, 8",17761,42.30873,2.977353,True,False,False,False,False,False,False,False,False,,,,,,
17008912,"Pauta, Centre Psicopedagògic",ADULTS,Privat,Persones Físiques,1,Girona,Gironès,Girona,170792,20,"c. Bernat Boades, 70, baixos",17005,41.98106,2.813997,False,False,False,False,False,False,False,True,False,,,,,,
17008936,Esc. de Música Municipal de Banyoles,ALTRES,Públic,Corporacions Locals,0,Banyoles,Pla de l'Estany,Girona,170157,28,"p. Major, 40/c. Canal, 22-26",17820,42.11824,2.764934,False,False,False,False,False,False,False,False,False,,,,,,
17008948,Llar d'infants Els Nins,LLAR_INFANTS,Públic,Corporacions Locals,1,Vilajuïga,Alt Empordà,Girona,172235,02,"pl. Onze de Setembre, 1",17493,42.32765,3.09397,True,False,False,False,False,False,False,False,False,,,,,,
17008951,Institut Maçanet de la Selva,INSTITUT,Públic,Departament d'Educació i Formació Professional,1,Maçanet de la Selva,Selva,Girona,171030,34,"c. Escoles, 19",17412,41.7761,2.727939,False,False,False,True,False,False,False,False,False,,,,,,
17008973,Llar d'infants de Santa Coloma de Farners,LLAR_INFANTS,Públic,Corporacions Locals,1,Santa Coloma de Farners,Selva,Girona,171805,34,"pl. Miquel Martí i Pol, 1",17430,41.8555,2.669664,True,False,False,False,False,False,False,False,False,,,,,,
17008985,Centre Tècnic d'Automoció,ADULTS,Privat,Societats Mercantils,1,Figueres,Alt Empordà,Girona,170669,02,"c. Garrigàs, 1",17600,42.26651,2.974276,False,False,False,False,False,False,False,True,False,,,,,,
17008997,Escola Forallac,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Forallac,Baix Empordà,Girona,179026,10,"c. Miquel de Sarriera, 3",17110,41.95903,3.054622,False,True,True,False,False,False,False,False,False,,,,,,
17009035,Escola de Dansa Miriam Beltran,ALTRES,Privat,Persones Físiques,0,Blanes,Selva,Girona,170237,34,"av. Joan Carles I, 29, baixos",17300,41.6797,2.791927,False,False,False,False,False,False,False,False,False,,,,,,
17009047,Llar d'infants La Farigola,LLAR_INFANTS,Públic,Corporacions Locals,1,Vilablareix,Gironès,Girona,172155,20,"c. Pirineus, s/n",17180,41.95524,2.79999,True,False,False,False,False,False,False,False,False,,,,,,
17009059,Esc. de Música Comarcal del Ripollès,ALTRES,Públic,Corporacions Locals,0,Ripoll,Ripollès,Girona,171479,31,"c. 27 de maig, 1-5",17500,42.19998,2.188268,False,False,False,False,False,False,False,False,False,,,,,,
17009060,Llar d'infants Can Geli de l'Era,LLAR_INFANTS,Públic,Corporacions Locals,1,Cervià de Ter,Gironès,Girona,170502,20,"c. Priorat, 23",17464,42.068,2.911965,True,False,False,False,False,False,False,False,False,,,,,,
17009072,Llar d'infants Alpi,LLAR_INFANTS,Públic,Corporacions Locals,1,Alp,Cerdanya,Lleida,170062,15,"av. Mancomunitat, 10",17538,42.37429,1.882633,True,False,False,False,False,False,False,False,False,,,,,,
17009084,Garbí,FORMACIO_PROFESSIONAL,Privat,Societats Mercantils,2,Salt,Gironès,Girona,171557,20,"c. Francesc Macià, 65",17190,41.96901,2.793124,False,False,False,False,False,True,True,False,False,,,,,,
17009096,Llar d'infants d'Ordis,LLAR_INFANTS,Públic,Corporacions Locals,1,Ordis,Alt Empordà,Girona,171156,02,"c. de la Mar, s/n",17772,42.21927,2.910339,True,False,False,False,False,False,False,False,False,,,,,,
17009102,Llar d'infants Can Borell,LLAR_INFANTS,Públic,Corporacions Locals,1,Blanes,Selva,Girona,170237,34,"c. Ruben Dario, 14",17300,41.67407,2.779943,True,False,False,False,False,False,False,False,False,,,,,,
17009114,Escola Bressol El Petit Montgrí,LLAR_INFANTS,Públic,Corporacions Locals,1,Torroella de Montgrí,Baix Empordà,Girona,171997,10,"c. Roser, 85",17257,42.04593,3.123865,True,False,False,False,False,False,False,False,False,,,,,,
17009126,Escola El Bosc de la Pabordia,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Girona,Gironès,Girona,170792,20,"c. Riera de Mus, 19 A",17007,41.95914,2.814068,False,True,True,False,False,False,False,False,False,,,,,,
17009138,Escola Puig de les Cadiretes,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Llagostera,Gironès,Girona,170890,20,"c. Amical de Mauthausen, 14",17240,41.82149,2.902988,False,True,True,False,False,False,False,False,False,,,,,,
17009141,Llar d'infants Arrels,LLAR_INFANTS,Públic,Corporacions Locals,1,Garriguella,Alt Empordà,Girona,170773,02,"av. d'Onore, s/n (El Serrat de Portugal)",17780,42.34111,3.066165,True,False,False,False,False,False,False,False,False,,,,,,
17009151,Llar d'infants Els Pops,LLAR_INFANTS,Públic,Corporacions Locals,1,Lloret de Mar,Selva,Girona,170950,34,"av. Josep Pla i Casadevall, 2",17310,41.70543,2.8388,True,False,False,False,False,False,False,False,False,,,,,,
17009199,Escola Els Estanys,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sils,Selva,Girona,171931,34,"av. Barceloneta, s/n",17410,41.81967,2.738087,False,True,True,False,False,False,False,False,False,,,,,,
17009205,Institut de Vilablareix,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Vilablareix,Gironès,Girona,172155,20,"c. del Perelló, 15",17180,41.95826,2.797832,False,False,False,True,True,False,False,False,False,,,,,,
17009229,Llar d'infants El Pinet Xic,LLAR_INFANTS,Públic,Corporacions Locals,1,Sant Pau de Segúries,Ripollès,Girona,171772,31,"c. Ter, 2-4",17864,42.26241,2.366125,True,False,False,False,False,False,False,False,False,,,,,,
17009242,Escola Nou de Quart,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Quart,Gironès,Girona,171426,20,"c. Mas Ferriol, 1-3",17242,41.94,2.834786,False,True,True,False,False,False,False,False,False,,,,,,
17009254,EB privada L'Arc de Sant Martí,LLAR_INFANTS,Privat,Persones Físiques,1,Girona,Gironès,Girona,170792,20,"c. San Miquel, 20, baixos",17001,41.96827,2.815498,True,False,False,False,False,False,False,False,False,,,,,,
17009278,Escola Fanals d'Aro,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,"Castell d'Aro, Platja d'Aro i s'Agaró",Baix Empordà,Girona,170486,10,"c. Josep M. Vila, 7",17250,41.8137,3.058366,False,True,True,False,False,False,False,False,False,,,,,,
17009308,Institut de Sils,INSTITUT,Públic,Departament d'Educació i Formació Professional,1,Sils,Selva,Girona,171931,34,c.de l'Abat Oliva-c.Lluís Llach-c.JoseC,17410,41.81853,2.736962,False,False,False,True,False,False,False,False,False,,,,,,
17009345,Escola Camins,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Banyoles,Pla de l'Estany,Girona,170157,28,"c.Concòrdia Aigües de l'Estany, s/n",17820,42.1139,2.777154,False,True,True,False,False,False,False,False,False,,,,,,
17009370,Llar d'infants El Carrilet,LLAR_INFANTS,Públic,Corporacions Locals,1,Salt,Gironès,Girona,171557,20,"Pg. dels Països Catalans, 1",17190,41.97368,2.800951,True,False,False,False,False,False,False,False,False,,,,,,
17009394,Escola Bressol Aiguaviva,LLAR_INFANTS,Públic,Corporacions Locals,1,Aiguaviva,Gironès,Girona,170025,20,"c. Major, s/n",17181,41.93975,2.762634,True,False,False,False,False,False,False,False,False,,,,,,
17009400,Escola Bressol Garbí,LLAR_INFANTS,Públic,Corporacions Locals,1,Girona,Gironès,Girona,170792,20,"c. Joaquim Riera Bertran, s/n",17002,41.96394,2.813817,True,False,False,False,False,False,False,False,False,,,,,,
17009412,Llar d'infants Orlina,LLAR_INFANTS,Públic,Corporacions Locals,1,Peralada,Alt Empordà,Girona,171328,02,"av. de la Constitució, s/n",17491,42.31107,3.012029,True,False,False,False,False,False,False,False,False,,,,,,
17009424,Llar d'infants L'Estel de Mossèn Gumersind,LLAR_INFANTS,Públic,Corporacions Locals,1,Palamós,Baix Empordà,Girona,171181,10,c. València/c. Provença/av. Catalunya,17230,41.85269,3.123865,True,False,False,False,False,False,False,False,False,,,,,,
17009448,Llar d'infants El Molí Petit,LLAR_INFANTS,Públic,Corporacions Locals,1,Sant Joan de les Abadesses,Ripollès,Girona,171674,31,"av. de Jaume I, 2-4, cantonada C-26",17860,42.23589,2.292376,True,False,False,False,False,False,False,False,False,,,,,,
17009451,Llar d'infants de Maçanet de Cabrenys,LLAR_INFANTS,Públic,Corporacions Locals,1,Maçanet de Cabrenys,Alt Empordà,Girona,171024,02,"ctra. de les Salines, s/n",17720,42.3872,2.749308,True,False,False,False,False,False,False,False,False,,,,,,
17009461,Llar d'infants de Camallera,LLAR_INFANTS,Públic,Corporacions Locals,1,"Saus, Camallera i Llampaies",Alt Empordà,Girona,171870,02,Prolongació del c. Raval (Camallera),17465,42.12382,2.964187,True,False,False,False,False,False,False,False,False,,,,,,
17009485,Llar d'infants de Sant Miquel de Fluvià,LLAR_INFANTS,Públic,Corporacions Locals,1,Sant Miquel de Fluvià,Alt Empordà,Girona,171753,02,"c. Ferrer Fàbrega, 1",17475,42.17656,2.991047,True,False,False,False,False,False,False,False,False,,,,,,
17009503,Llar d'infants de Monells,LLAR_INFANTS,Públic,Corporacions Locals,1,"Cruïlles, Monells i Sant Sadurní de l'He",Baix Empordà,Girona,179011,10,"Ctra. de Monells a Madremanya, s/n",17116,41.97512,2.995124,True,False,False,False,False,False,False,False,False,,,,,,
17009515,Escola Bressol El Tractoret,LLAR_INFANTS,Públic,Corporacions Locals,1,Vilademuls,Pla de l'Estany,Girona,172180,28,"Urbanització Els Prats, s/n",17468,42.11453,2.874193,True,False,False,False,False,False,False,False,False,,,,,,
17009527,Llar inf. rural Cau de les Goges,LLAR_INFANTS,Públic,Corporacions Locals,1,Sant Julià de Ramis,Gironès,Girona,171693,20,"c. Xavier Montsalvatge, 1, baixos",17481,42.024,2.824883,True,False,False,False,False,False,False,False,False,,,,,,
17009576,Llar d'infants El Carrilet,LLAR_INFANTS,Públic,Corporacions Locals,1,Llagostera,Gironès,Girona,170890,20,"c. Mas Sec, 71",17240,41.82151,2.894611,True,False,False,False,False,False,False,False,False,,,,,,
17009606,Llar d'infants de Ger,LLAR_INFANTS,Públic,Corporacions Locals,1,Ger,Cerdanya,Lleida,170789,15,"Rita Casamitjana, s/n",17539,42.41049,1.848046,True,False,False,False,False,False,False,False,False,,,,,,
17009618,Llar d'infants Les Fonts,LLAR_INFANTS,Públic,Corporacions Locals,1,Olot,Garrotxa,Girona,171143,19,"Rda. de les Fonts, 25",17800,42.17896,2.492837,True,False,False,False,False,False,False,False,False,,,,,,
17009621,Escola Bressol Gínjols,LLAR_INFANTS,Públic,Corporacions Locals,1,Celrà,Gironès,Girona,170499,20,"c. Canigó, s/n",17460,42.02749,2.888821,True,False,False,False,False,False,False,False,False,,,,,,
17009643,Esc. de Música Municipal de Maçanet de la Selva,ALTRES,Públic,Corporacions Locals,0,Maçanet de la Selva,Selva,Girona,171030,34,"c. Sant  Sebastià, 6-8",17412,41.77708,2.730777,False,False,False,False,False,False,False,False,False,,,,,,
17009655,Llar d'infants El Jardinet,LLAR_INFANTS,Públic,Corporacions Locals,1,Arbúcies,Selva,Girona,170097,34,"pg. del Doctor Carulla, s/n",17401,41.81568,2.519508,True,False,False,False,False,False,False,False,False,,,,,,
17009679,Llar d'infants El Franquet,LLAR_INFANTS,Públic,Corporacions Locals,1,Roses,Alt Empordà,Girona,171523,02,c. Ponent / Gran Via de Pau Casals,17480,42.26809,3.176211,True,False,False,False,False,False,False,False,False,,,,,,
17009680,Llar d'infants de Ventalló,LLAR_INFANTS,Públic,Corporacions Locals,1,Ventalló,Alt Empordà,Girona,172109,02,"c. de la Bassa, 42",17473,42.14602,3.023945,True,False,False,False,False,False,False,False,False,,,,,,
17009710,Escola Empordanet,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,La Bisbal d'Empordà,Baix Empordà,Girona,170221,10,"av. Sant Francesc, 23",17100,41.95146,3.033851,False,True,True,False,False,False,False,False,False,,,,,,
17009734,Llar d'infants El Montori,LLAR_INFANTS,Públic,Corporacions Locals,1,Parlavà,Baix Empordà,Girona,171267,10,"c. Salvetat, 3",17133,42.02372,3.03149,True,False,False,False,False,False,False,False,False,,,,,,
17009746,Llar d'infants El Petit Lledoner,LLAR_INFANTS,Públic,Corporacions Locals,1,Sant Jaume de Llierca,Garrotxa,Girona,171655,19,"c. dels Afores, s/n",17854,42.2108,2.604539,True,False,False,False,False,False,False,False,False,,,,,,
17009758,Llar d'infants El Carrilet,LLAR_INFANTS,Públic,Corporacions Locals,1,Bescanó,Gironès,Girona,170209,20,"Parc del Canigó, 2",17162,41.96775,2.737796,True,False,False,False,False,False,False,False,False,,,,,,
17009761,Escola Bressol Municipal La Baldufa,LLAR_INFANTS,Públic,Corporacions Locals,1,Sant Hilari Sacalm,Selva,Girona,171642,34,"c. Roques del Rei, 40",17403,41.87779,2.519504,True,False,False,False,False,False,False,False,False,,,,,,
17009771,Llar d'infants de Vallfogona de Ripollès,LLAR_INFANTS,Públic,Corporacions Locals,1,Vallfogona de Ripollès,Ripollès,Girona,171707,31,"p. de la Salut, s/n",17862,42.19748,2.305261,True,False,False,False,False,False,False,False,False,,,,,,
17009783,Institut La Miquela,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Bescanó,Gironès,Girona,170209,20,"c. Salvador Dalí, 2",17162,41.96317,2.736412,False,False,False,True,True,False,False,False,False,,,,,,
17009795,Institut Escola Francesc Cambó i Batlle,INSTITUT,Públic,Departament d'Educació i Formació Professional,3,Verges,Baix Empordà,Girona,172116,10,"c. Escoles, 1",17142,42.0663,3.045624,False,True,True,True,False,False,False,False,False,,,,,,
17009801,Institut Escola Salvador Vilarrasa,INSTITUT,Públic,Departament d'Educació i Formació Professional,3,Besalú,Garrotxa,Girona,170195,19,"pg. Pare Pujiula, 29",17850,42.19946,2.696733,False,True,True,True,False,False,False,False,False,,,,,,
17009813,Institut Escola Mestre Andreu,INSTITUT,Públic,Departament d'Educació i Formació Professional,3,Sant Joan de les Abadesses,Ripollès,Girona,171674,31,"c. Mestre Josep Maria Andreu, 2",17860,42.23339,2.287267,False,True,True,True,False,False,False,False,False,,,,,,
17009849,Llar d'infants El Petit Comte,LLAR_INFANTS,Públic,Corporacions Locals,1,Besalú,Garrotxa,Girona,170195,19,"c. Jacint Verdaguer, s/n",17850,42.1975,2.694722,True,False,False,False,False,False,False,False,False,,,,,,
