id_certificacio,id_projecte,codi_projecte,codi_centre,id_data_certificacio,denominacio_projecte,tipologia,estat_projecte,any_inici,any_previst_fi,num_certificacio,data_certificacio,exercici,import_certificat,import_previst,import_previst_prorratejat,num_certificacions
310,114,PI-2023-0113,08076273,20230825,Ampliacio a centre 08076273,AMPLIACIO,EN_EXECUCIO,2023,2024,3,2023-08-25,2023,99886.56,754371.75,150874.35,1
311,114,PI-2023-0113,08076273,20231101,Ampliacio a centre 08076273,AMPLIACIO,EN_EXECUCIO,2023,2024,4,2023-11-01,2023,20736.08,754371.75,150874.35,1
312,114,PI-2023-0113,08076273,20240909,Ampliacio a centre 08076273,AMPLIACIO,EN_EXECUCIO,2023,2024,5,2024-09-09,2024,10588.5,754371.75,150874.35,1
313,115,PI-2025-0114,08074367,20270107,Reforma a centre 08074367,REFORMA,EN_EXECUCIO,2025,2026,1,2027-01-07,2027,2473.12,164004.37,27334.06,1
314,115,PI-2025-0114,08074367,20250621,Reforma a centre 08074367,REFORMA,EN_EXECUCIO,2025,2026,2,2025-06-21,2025,25721.44,164004.37,27334.06,1
315,115,PI-2025-0114,08074367,20260111,Reforma a centre 08074367,REFORMA,EN_EXECUCIO,2025,2026,3,2026-01-11,2026,2591.13,164004.37,27334.06,1
316,115,PI-2025-0114,08074367,20251006,Reforma a centre 08074367,REFORMA,EN_EXECUCIO,2025,2026,4,2025-10-06,2025,4414.78,164004.37,27334.06,1
317,115,PI-2025-0114,08074367,20260504,Reforma a centre 08074367,REFORMA,EN_EXECUCIO,2025,2026,5,2026-05-04,2026,26234.85,164004.37,27334.06,1
318,115,PI-2025-0114,08074367,20260809,Reforma a centre 08074367,REFORMA,EN_EXECUCIO,2025,2026,6,2026-08-09,2026,2844.45,164004.37,27334.06,1
319,116,PI-2025-0115,08001030,20260830,Eficiencia energetica a centre 08001030,EFICIENCIA_ENERGETICA,EN_EXECUCIO,2025,2027,1,2026-08-30,2026,45984.63,249181.28,124590.64,1
320,116,PI-2025-0115,08001030,20261229,Eficiencia energetica a centre 08001030,EFICIENCIA_ENERGETICA,EN_EXECUCIO,2025,2027,2,2026-12-29,2026,19683.11,249181.28,124590.64,1
321,117,PI-2026-0116,08075700,20270912,Accessibilitat a centre 08075700,ACCESSIBILITAT,FINALITZAT,2026,2027,1,2027-09-12,2027,17727.84,112320.86,18720.14,1
322,117,PI-2026-0116,08075700,20270816,Accessibilitat a centre 08075700,ACCESSIBILITAT,FINALITZAT,2026,2027,2,2027-08-16,2027,5374.76,112320.86,18720.14,1
323,117,PI-2026-0116,08075700,20260916,Accessibilitat a centre 08075700,ACCESSIBILITAT,FINALITZAT,2026,2027,3,2026-09-16,2026,6730.73,112320.86,18720.14,1
324,117,PI-2026-0116,08075700,20260406,Accessibilitat a centre 08075700,ACCESSIBILITAT,FINALITZAT,2026,2027,4,2026-04-06,2026,9131.6,112320.86,18720.14,1
325,117,PI-2026-0116,08075700,20270107,Accessibilitat a centre 08075700,ACCESSIBILITAT,FINALITZAT,2026,2027,5,2027-01-07,2027,33914.63,112320.86,18720.14,1
326,117,PI-2026-0116,08075700,20260513,Accessibilitat a centre 08075700,ACCESSIBILITAT,FINALITZAT,2026,2027,6,2026-05-13,2026,35875.37,112320.86,18720.14,1
327,119,PI-2025-0118,08057965,20261217,Reforma a centre 08057965,REFORMA,EN_EXECUCIO,2025,2028,1,2026-12-17,2026,46659.74,215594.74,71864.91,1
328,119,PI-2025-0118,08057965,20270219,Reforma a centre 08057965,REFORMA,EN_EXECUCIO,2025,2028,2,2027-02-19,2027,6755.14,215594.74,71864.91,1
329,119,PI-2025-0118,08057965,20270417,Reforma a centre 08057965,REFORMA,EN_EXECUCIO,2025,2028,3,2027-04-17,2027,11150.96,215594.74,71864.91,1
330,120,PI-2025-0119,08067387,20270112,Accessibilitat a centre 08067387,ACCESSIBILITAT,FINALITZAT,2025,2026,1,2027-01-12,2027,1008.26,64067.95,16016.99,1
331,120,PI-2025-0119,08067387,20250217,Accessibilitat a centre 08067387,ACCESSIBILITAT,FINALITZAT,2025,2026,2,2025-02-17,2025,17053.26,64067.95,16016.99,1
332,120,PI-2025-0119,08067387,20250828,Accessibilitat a centre 08067387,ACCESSIBILITAT,FINALITZAT,2025,2026,3,2025-08-28,2025,33744.56,64067.95,16016.99,1
333,120,PI-2025-0119,08067387,20250514,Accessibilitat a centre 08067387,ACCESSIBILITAT,FINALITZAT,2025,2026,4,2025-05-14,2025,10112.18,64067.95,16016.99,1
334,121,PI-2025-0120,08013408,20250509,Ampliacio a centre 08013408,AMPLIACIO,FINALITZAT,2025,2028,1,2025-05-09,2025,24502.6,282576.13,70644.03,1
335,121,PI-2025-0120,08013408,20251011,Ampliacio a centre 08013408,AMPLIACIO,FINALITZAT,2025,2028,2,2025-10-11,2025,467.67,282576.13,70644.03,1
336,121,PI-2025-0120,08013408,20250716,Ampliacio a centre 08013408,AMPLIACIO,FINALITZAT,2025,2028,3,2025-07-16,2025,40612.76,282576.13,70644.03,1
337,121,PI-2025-0120,08013408,20260616,Ampliacio a centre 08013408,AMPLIACIO,FINALITZAT,2025,2028,4,2026-06-16,2026,213984.68,282576.13,70644.03,1
338,122,PI-2023-0121,08004900,20240119,Eficiencia energetica a centre 08004900,EFICIENCIA_ENERGETICA,FINALITZAT,2023,2025,1,2024-01-19,2024,64494.96,216818.16,54204.54,1
339,122,PI-2023-0121,08004900,20240307,Eficiencia energetica a centre 08004900,EFICIENCIA_ENERGETICA,FINALITZAT,2023,2025,2,2024-03-07,2024,47192.7,216818.16,54204.54,1
340,122,PI-2023-0121,08004900,20230308,Eficiencia energetica a centre 08004900,EFICIENCIA_ENERGETICA,FINALITZAT,2023,2025,3,2023-03-08,2023,30752.69,216818.16,54204.54,1
341,122,PI-2023-0121,08004900,20230614,Eficiencia energetica a centre 08004900,EFICIENCIA_ENERGETICA,FINALITZAT,2023,2025,4,2023-06-14,2023,70087.21,216818.16,54204.54,1
342,123,PI-2023-0122,08068987,20230927,Retirada amiant a centre 08068987,RETIRADA_AMIANT,FINALITZAT,2023,2026,1,2023-09-27,2023,36700.16,219325.81,36554.3,1
343,123,PI-2023-0122,08068987,20230721,Retirada amiant a centre 08068987,RETIRADA_AMIANT,FINALITZAT,2023,2026,2,2023-07-21,2023,13728.12,219325.81,36554.3,1
344,123,PI-2023-0122,08068987,20241020,Retirada amiant a centre 08068987,RETIRADA_AMIANT,FINALITZAT,2023,2026,3,2024-10-20,2024,89049.41,219325.81,36554.3,1
345,123,PI-2023-0122,08068987,20240415,Retirada amiant a centre 08068987,RETIRADA_AMIANT,FINALITZAT,2023,2026,4,2024-04-15,2024,2621.18,219325.81,36554.3,1
346,123,PI-2023-0122,08068987,20230721,Retirada amiant a centre 08068987,RETIRADA_AMIANT,FINALITZAT,2023,2026,5,2023-07-21,2023,20622.6,219325.81,36554.3,1
347,123,PI-2023-0122,08068987,20230408,Retirada amiant a centre 08068987,RETIRADA_AMIANT,FINALITZAT,2023,2026,6,2023-04-08,2023,56480.64,219325.81,36554.3,1
348,124,PI-2024-0123,08036378,20250917,Eficiencia energetica a centre 08036378,EFICIENCIA_ENERGETICA,ADJUDICAT,2024,2026,1,2025-09-17,2025,2306.03,148729.26,49576.42,1
349,124,PI-2024-0123,08036378,20241120,Eficiencia energetica a centre 08036378,EFICIENCIA_ENERGETICA,ADJUDICAT,2024,2026,2,2024-11-20,2024,4026.58,148729.26,49576.42,1
350,124,PI-2024-0123,08036378,20241219,Eficiencia energetica a centre 08036378,EFICIENCIA_ENERGETICA,ADJUDICAT,2024,2026,3,2024-12-19,2024,2591.14,148729.26,49576.42,1
351,125,PI-2026-0124,08056882,20280524,Eficiencia energetica a centre 08056882,EFICIENCIA_ENERGETICA,FINALITZAT,2026,2029,1,2028-05-24,2028,123060.63,443108.39,147702.8,1
352,125,PI-2026-0124,08056882,20270423,Eficiencia energetica a centre 08056882,EFICIENCIA_ENERGETICA,FINALITZAT,2026,2029,2,2027-04-23,2027,108324.87,443108.39,147702.8,1
353,125,PI-2026-0124,08056882,20270728,Eficiencia energetica a centre 08056882,EFICIENCIA_ENERGETICA,FINALITZAT,2026,2029,3,2027-07-28,2027,189903.08,443108.39,147702.8,1
354,127,PI-2024-0126,08043784,20260112,Ampliacio a centre 08043784,AMPLIACIO,EN_EXECUCIO,2024,2026,1,2026-01-12,2026,65829.57,421200.22,210600.11,1
355,127,PI-2024-0126,08043784,20260109,Ampliacio a centre 08043784,AMPLIACIO,EN_EXECUCIO,2024,2026,2,2026-01-09,2026,78304.9,421200.22,210600.11,1
356,128,PI-2025-0127,08044053,20270412,Reforma a centre 08044053,REFORMA,EN_EXECUCIO,2025,2028,1,2027-04-12,2027,2172.38,25000.0,12500.0,1
357,128,PI-2025-0127,08044053,20251224,Reforma a centre 08044053,REFORMA,EN_EXECUCIO,2025,2028,2,2025-12-24,2025,5449.46,25000.0,12500.0,1
358,129,PI-2026-0128,08069751,20270530,Eficiencia energetica a centre 08069751,EFICIENCIA_ENERGETICA,EN_EXECUCIO,2026,2028,1,2027-05-30,2027,28059.68,262306.01,131153.01,1
359,129,PI-2026-0128,08069751,20270513,Eficiencia energetica a centre 08069751,EFICIENCIA_ENERGETICA,EN_EXECUCIO,2026,2028,2,2027-05-13,2027,94936.28,262306.01,131153.01,1
360,130,PI-2024-0129,08070842,20250204,Accessibilitat a centre 08070842,ACCESSIBILITAT,FINALITZAT,2024,2027,1,2025-02-04,2025,4740.42,66149.22,22049.74,1
361,130,PI-2024-0129,08070842,20240515,Accessibilitat a centre 08070842,ACCESSIBILITAT,FINALITZAT,2024,2027,2,2024-05-15,2024,24785.85,66149.22,22049.74,1
362,130,PI-2024-0129,08070842,20251017,Accessibilitat a centre 08070842,ACCESSIBILITAT,FINALITZAT,2024,2027,3,2025-10-17,2025,34707.25,66149.22,22049.74,1
363,131,PI-2025-0130,08004900,20260827,Ampliacio a centre 08004900,AMPLIACIO,EN_EXECUCIO,2025,2028,1,2026-08-27,2026,178411.88,975109.81,325036.6,1
364,131,PI-2025-0130,08004900,20270424,Ampliacio a centre 08004900,AMPLIACIO,EN_EXECUCIO,2025,2028,2,2027-04-24,2027,166666.96,975109.81,325036.6,1
365,131,PI-2025-0130,08004900,20261121,Ampliacio a centre 08004900,AMPLIACIO,EN_EXECUCIO,2025,2028,3,2026-11-21,2026,140586.26,975109.81,325036.6,1
366,132,PI-2024-0131,08034242,20240512,Ampliacio a centre 08034242,AMPLIACIO,EN_EXECUCIO,2024,2026,1,2024-05-12,2024,1883.28,556741.77,139185.44,1
367,132,PI-2024-0131,08034242,20240325,Ampliacio a centre 08034242,AMPLIACIO,EN_EXECUCIO,2024,2026,2,2024-03-25,2024,17161.07,556741.77,139185.44,1
368,132,PI-2024-0131,08034242,20260504,Ampliacio a centre 08034242,AMPLIACIO,EN_EXECUCIO,2024,2026,3,2026-05-04,2026,109094.63,556741.77,139185.44,1
369,132,PI-2024-0131,08034242,20251224,Ampliacio a centre 08034242,AMPLIACIO,EN_EXECUCIO,2024,2026,4,2025-12-24,2025,215000.11,556741.77,139185.44,1
370,133,PI-2023-0132,08043255,20231130,Ampliacio a centre 08043255,AMPLIACIO,EN_EXECUCIO,2023,2025,1,2023-11-30,2023,39018.78,872820.11,145470.02,1
371,133,PI-2023-0132,08043255,20250116,Ampliacio a centre 08043255,AMPLIACIO,EN_EXECUCIO,2023,2025,2,2025-01-16,2025,218127.76,872820.11,145470.02,1
372,133,PI-2023-0132,08043255,20230515,Ampliacio a centre 08043255,AMPLIACIO,EN_EXECUCIO,2023,2025,3,2023-05-15,2023,45866.18,872820.11,145470.02,1
373,133,PI-2023-0132,08043255,20240322,Ampliacio a centre 08043255,AMPLIACIO,EN_EXECUCIO,2023,2025,4,2024-03-22,2024,82148.71,872820.11,145470.02,1
374,133,PI-2023-0132,08043255,20230902,Ampliacio a centre 08043255,AMPLIACIO,EN_EXECUCIO,2023,2025,5,2023-09-02,2023,99631.02,872820.11,145470.02,1
375,133,PI-2023-0132,08043255,20240309,Ampliacio a centre 08043255,AMPLIACIO,EN_EXECUCIO,2023,2025,6,2024-03-09,2024,152059.03,872820.11,145470.02,1
376,134,PI-2024-0133,08077241,20260423,Nova construccio a centre 08077241,NOVA_CONSTRUCCIO,EN_EXECUCIO,2024,2026,1,2026-04-23,2026,1647024.97,3373663.8,3373663.8,1
377,135,PI-2024-0134,08043267,20240624,Reforma a centre 08043267,REFORMA,FINALITZAT,2024,2025,1,2024-06-24,2024,34018.37,217695.58,72565.19,1
378,135,PI-2024-0134,08043267,20250717,Reforma a centre 08043267,REFORMA,FINALITZAT,2024,2025,2,2025-07-17,2025,157938.39,217695.58,72565.19,1
379,135,PI-2024-0134,08043267,20250903,Reforma a centre 08043267,REFORMA,FINALITZAT,2024,2025,3,2025-09-03,2025,14000.13,217695.58,72565.19,1
380,137,PI-2024-0136,08074367,20250511,Reforma a centre 08074367,REFORMA,FINALITZAT,2024,2026,1,2025-05-11,2025,79589.91,150084.15,30016.83,1
381,137,PI-2024-0136,08074367,20260322,Reforma a centre 08074367,REFORMA,FINALITZAT,2024,2026,2,2026-03-22,2026,8205.29,150084.15,30016.83,1
382,137,PI-2024-0136,08074367,20240524,Reforma a centre 08074367,REFORMA,FINALITZAT,2024,2026,3,2024-05-24,2024,31478.19,150084.15,30016.83,1
383,137,PI-2024-0136,08074367,20250926,Reforma a centre 08074367,REFORMA,FINALITZAT,2024,2026,4,2025-09-26,2025,2318.96,150084.15,30016.83,1
384,137,PI-2024-0136,08074367,20251017,Reforma a centre 08074367,REFORMA,FINALITZAT,2024,2026,5,2025-10-17,2025,29002.89,150084.15,30016.83,1
385,140,PI-2023-0139,08057965,20240109,Reforma a centre 08057965,REFORMA,FINALITZAT,2023,2025,1,2024-01-09,2024,23734.42,110416.94,36805.65,1
386,140,PI-2023-0139,08057965,20230906,Reforma a centre 08057965,REFORMA,FINALITZAT,2023,2025,2,2023-09-06,2023,54109.7,110416.94,36805.65,1
387,140,PI-2023-0139,08057965,20240822,Reforma a centre 08057965,REFORMA,FINALITZAT,2023,2025,3,2024-08-22,2024,24991.66,110416.94,36805.65,1
388,143,PI-2025-0142,08074367,20260709,Reforma a centre 08074367,REFORMA,EN_EXECUCIO,2025,2026,1,2026-07-09,2026,129481.61,211280.59,211280.59,1
389,144,PI-2026-0143,08048095,20260220,Ampliacio a centre 08048095,AMPLIACIO,FINALITZAT,2026,2027,1,2026-02-20,2026,19394.66,499202.65,99840.53,1
390,144,PI-2026-0143,08048095,20260721,Ampliacio a centre 08048095,AMPLIACIO,FINALITZAT,2026,2027,2,2026-07-21,2026,197208.77,499202.65,99840.53,1
391,144,PI-2026-0143,08048095,20270405,Ampliacio a centre 08048095,AMPLIACIO,FINALITZAT,2026,2027,3,2027-04-05,2027,86587.36,499202.65,99840.53,1
392,144,PI-2026-0143,08048095,20270209,Ampliacio a centre 08048095,AMPLIACIO,FINALITZAT,2026,2027,4,2027-02-09,2027,38042.49,499202.65,99840.53,1
393,144,PI-2026-0143,08048095,20280603,Ampliacio a centre 08048095,AMPLIACIO,FINALITZAT,2026,2027,5,2028-06-03,2028,131545.49,499202.65,99840.53,1
394,145,PI-2026-0144,08052608,20260201,Reforma a centre 08052608,REFORMA,EN_EXECUCIO,2026,2029,1,2026-02-01,2026,50190.26,89515.92,44757.96,1
395,145,PI-2026-0144,08052608,20270604,Reforma a centre 08052608,REFORMA,EN_EXECUCIO,2026,2029,2,2027-06-04,2027,9854.55,89515.92,44757.96,1
396,146,PI-2025-0145,08057965,20250325,Ampliacio a centre 08057965,AMPLIACIO,FINALITZAT,2025,2026,1,2025-03-25,2025,64476.21,722093.4,120348.9,1
397,146,PI-2025-0145,08057965,20261108,Ampliacio a centre 08057965,AMPLIACIO,FINALITZAT,2025,2026,2,2026-11-08,2026,179159.03,722093.4,120348.9,1
398,146,PI-2025-0145,08057965,20250306,Ampliacio a centre 08057965,AMPLIACIO,FINALITZAT,2025,2026,3,2025-03-06,2025,253905.12,722093.4,120348.9,1
399,146,PI-2025-0145,08057965,20261027,Ampliacio a centre 08057965,AMPLIACIO,FINALITZAT,2025,2026,4,2026-10-27,2026,93826.9,722093.4,120348.9,1
400,146,PI-2025-0145,08057965,20250524,Ampliacio a centre 08057965,AMPLIACIO,FINALITZAT,2025,2026,5,2025-05-24,2025,56611.93,722093.4,120348.9,1
401,146,PI-2025-0145,08057965,20250908,Ampliacio a centre 08057965,AMPLIACIO,FINALITZAT,2025,2026,6,2025-09-08,2025,36453.22,722093.4,120348.9,1
402,147,PI-2025-0146,08002198,20270101,Accessibilitat a centre 08002198,ACCESSIBILITAT,ADJUDICAT,2025,2028,1,2027-01-01,2027,2122.75,140795.82,28159.16,1
403,147,PI-2025-0146,08002198,20250303,Accessibilitat a centre 08002198,ACCESSIBILITAT,ADJUDICAT,2025,2028,2,2025-03-03,2025,4261.69,140795.82,28159.16,1
404,147,PI-2025-0146,08002198,20270215,Accessibilitat a centre 08002198,ACCESSIBILITAT,ADJUDICAT,2025,2028,3,2027-02-15,2027,1487.11,140795.82,28159.16,1
405,147,PI-2025-0146,08002198,20250209,Accessibilitat a centre 08002198,ACCESSIBILITAT,ADJUDICAT,2025,2028,4,2025-02-09,2025,361.66,140795.82,28159.16,1
406,147,PI-2025-0146,08002198,20260615,Accessibilitat a centre 08002198,ACCESSIBILITAT,ADJUDICAT,2025,2028,5,2026-06-15,2026,214.53,140795.82,28159.16,1
407,149,PI-2024-0148,08075891,20240521,Eficiencia energetica a centre 08075891,EFICIENCIA_ENERGETICA,EN_EXECUCIO,2024,2026,1,2024-05-21,2024,2677.59,397628.53,79525.71,1
408,149,PI-2024-0148,08075891,20240429,Eficiencia energetica a centre 08075891,EFICIENCIA_ENERGETICA,EN_EXECUCIO,2024,2026,2,2024-04-29,2024,75461.07,397628.53,79525.71,1
409,149,PI-2024-0148,08075891,20260519,Eficiencia energetica a centre 08075891,EFICIENCIA_ENERGETICA,EN_EXECUCIO,2024,2026,3,2026-05-19,2026,1258.24,397628.53,79525.71,1
410,149,PI-2024-0148,08075891,20240829,Eficiencia energetica a centre 08075891,EFICIENCIA_ENERGETICA,EN_EXECUCIO,2024,2026,4,2024-08-29,2024,52270.1,397628.53,79525.71,1
411,149,PI-2024-0148,08075891,20260416,Eficiencia energetica a centre 08075891,EFICIENCIA_ENERGETICA,EN_EXECUCIO,2024,2026,5,2026-04-16,2026,146806.02,397628.53,79525.71,1
